ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier,
100266,BRUTE FORCE: -> DHQ+SM (NB1),0,1005,1114,4929,0,2,0,444
100267,BRUTE FORCE: -> Morgott (NB2),0,1005,1115,4840,0,2,0,400
100268,BRUTE FORCE: -> Morgott (NB2),0,1005,1116,4840,0,2,0,400
100273,BRUTE FORCE: -> DHQ+SM (NB1),0,1005,1111,4929,0,2,0,444
100274,BRUTE FORCE: -> DHQ+SM (NB1),0,1005,1112,4929,0,2,0,444
100275,BRUTE FORCE: -> Morgott (NB2),0,1005,1113,4840,0,2,0,400
100307,BRUTE FORCE: -> DHQ+SM (NB1),0,1006,1114,4929,0,2,0,444
100308,BRUTE FORCE: -> Morgott (NB2),0,1006,1115,4840,0,2,0,400
100309,BRUTE FORCE: -> DHQ+SM (NB1),0,1006,1116,4929,0,2,0,444
100314,BRUTE FORCE: -> DHQ+SM (NB1),0,1006,1111,4929,0,2,0,444
100315,BRUTE FORCE: -> DHQ+SM (NB1),0,1006,1112,4929,0,2,0,444
100316,BRUTE FORCE: -> Morgott (NB2),0,1006,1113,4840,0,2,0,400
100351,BRUTE FORCE: -> DHQ+SM (NB1),0,1007,1114,4929,0,2,0,444
100352,BRUTE FORCE: -> Morgott (NB2),0,1007,1115,4840,0,2,0,400
100353,BRUTE FORCE: -> Morgott (NB2),0,1007,1116,4840,0,2,0,400
100358,BRUTE FORCE: -> DHQ+SM (NB1),0,1007,1111,4929,0,2,0,444
100359,BRUTE FORCE: -> Morgott (NB2),0,1007,1112,4840,0,2,0,400
100360,BRUTE FORCE: -> Morgott (NB2),0,1007,1113,4840,0,2,0,400
100391,BRUTE FORCE: -> DHQ+SM (NB1),0,1008,1114,4929,0,2,0,444
100392,BRUTE FORCE: -> Morgott (NB2),0,1008,1115,4840,0,2,0,400
100393,BRUTE FORCE: -> Morgott (NB2),0,1008,1116,4840,0,2,0,400
100398,BRUTE FORCE: -> DHQ+SM (NB1),0,1008,1111,4929,0,2,0,444
100399,BRUTE FORCE: -> DHQ+SM (NB1),0,1008,1112,4929,0,2,0,444
100400,BRUTE FORCE: -> Morgott (NB2),0,1008,1113,4840,0,2,0,400
100432,BRUTE FORCE: -> DHQ+SM (NB1),0,1009,1114,4929,0,2,0,444
100433,BRUTE FORCE: -> Morgott (NB2),0,1009,1115,4840,0,2,0,400
100434,BRUTE FORCE: -> Morgott (NB2),0,1009,1116,4840,0,2,0,400
100439,BRUTE FORCE: -> DHQ+SM (NB1),0,1009,1111,4929,0,2,0,444
100440,BRUTE FORCE: -> Morgott (NB2),0,1009,1112,4840,0,2,0,400
100441,BRUTE FORCE: -> Morgott (NB2),0,1009,1113,4840,0,2,0,400
100737,BRUTE FORCE: -> DHQ+SM (NB1),0,1015,1114,4929,0,2,0,444
100738,BRUTE FORCE: -> Morgott (NB2),0,1015,1115,4840,0,2,0,400
100739,BRUTE FORCE: -> Morgott (NB2),0,1015,1116,4840,0,2,0,400
100744,BRUTE FORCE: -> DHQ+SM (NB1),0,1015,1111,4929,0,2,0,444
100745,BRUTE FORCE: -> DHQ+SM (NB1),0,1015,1112,4929,0,2,0,444
100746,BRUTE FORCE: -> Morgott (NB2),0,1015,1113,4840,0,2,0,400
100782,BRUTE FORCE: -> DHQ+SM (NB1),0,1016,1114,4929,0,2,0,444
100783,BRUTE FORCE: -> Morgott (NB2),0,1016,1115,4840,0,2,0,400
100784,BRUTE FORCE: -> Morgott (NB2),0,1016,1116,4840,0,2,0,400
100789,BRUTE FORCE: -> DHQ+SM (NB1),0,1016,1111,4929,0,2,0,444
100790,BRUTE FORCE: -> DHQ+SM (NB1),0,1016,1112,4929,0,2,0,444
100791,BRUTE FORCE: -> Morgott (NB2),0,1016,1113,4840,0,2,0,400
100823,BRUTE FORCE: -> DHQ+SM (NB1),0,1017,1114,4929,0,2,0,444
100824,BRUTE FORCE: -> DHQ+SM (NB1),0,1017,1115,4929,0,2,0,444
100825,BRUTE FORCE: -> DHQ+SM (NB1),0,1017,1116,4929,0,2,0,444
100830,BRUTE FORCE: -> DHQ+SM (NB1),0,1017,1111,4929,0,2,0,444
100831,BRUTE FORCE: -> DHQ+SM (NB1),0,1017,1112,4929,0,2,0,444
100832,BRUTE FORCE: -> Morgott (NB2),0,1017,1113,4840,0,2,0,400
100864,BRUTE FORCE: -> DHQ+SM (NB1),0,1018,1114,4929,0,2,0,444
100865,BRUTE FORCE: -> Morgott (NB2),0,1018,1115,4840,0,2,0,400
100866,BRUTE FORCE: -> Morgott (NB2),0,1018,1116,4840,0,2,0,400
100871,BRUTE FORCE: -> DHQ+SM (NB1),0,1018,1111,4929,0,2,0,444
100872,BRUTE FORCE: -> DHQ+SM (NB1),0,1018,1112,4929,0,2,0,444
100873,BRUTE FORCE: -> Morgott (NB2),0,1018,1113,4840,0,2,0,400
100905,BRUTE FORCE: -> DHQ+SM (NB1),0,1019,1114,4929,0,2,0,444
100906,BRUTE FORCE: -> Morgott (NB2),0,1019,1115,4840,0,2,0,400
100907,BRUTE FORCE: -> Morgott (NB2),0,1019,1116,4840,0,2,0,400
100912,BRUTE FORCE: -> DHQ+SM (NB1),0,1019,1111,4929,0,2,0,444
100913,BRUTE FORCE: -> Morgott (NB2),0,1019,1112,4840,0,2,0,400
100914,BRUTE FORCE: -> Morgott (NB2),0,1019,1113,4840,0,2,0,400
101214,BRUTE FORCE: -> DHQ+SM (NB1),0,1025,1114,4929,0,2,0,444
101215,BRUTE FORCE: -> Morgott (NB2),0,1025,1115,4840,0,2,0,400
101216,BRUTE FORCE: -> Morgott (NB2),0,1025,1116,4840,0,2,0,400
101221,BRUTE FORCE: -> DHQ+SM (NB1),0,1025,1111,4929,0,2,0,444
101222,BRUTE FORCE: -> Morgott (NB2),0,1025,1112,4840,0,2,0,400
