ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier,
100266,,0,1005,1114,4910,0,2,0,436
100267,,0,1005,1115,4840,0,2,0,400
100268,,0,1005,1116,4840,0,2,0,400
100273,,0,1005,1111,4910,0,2,0,436
100275,,0,1005,1113,4840,0,2,0,400
100307,,0,1006,1114,4910,0,2,0,436
100308,,0,1006,1115,4840,0,2,0,400
100309,,0,1006,1116,4910,0,2,0,436
100314,,0,1006,1111,4910,0,2,0,436
100315,,0,1006,1112,4910,0,2,0,436
100351,,0,1007,1114,4910,0,2,0,436
100352,,0,1007,1115,4840,0,2,0,400
100353,,0,1007,1116,4840,0,2,0,400
100358,,0,1007,1111,4910,0,2,0,436
100359,,0,1007,1112,4840,0,2,0,400
100360,,0,1007,1113,4840,0,2,0,400
100391,,0,1008,1114,4910,0,2,0,436
100392,,0,1008,1115,4840,0,2,0,400
100393,,0,1008,1116,4840,0,2,0,400
100398,,0,1008,1111,4910,0,2,0,436
100399,,0,1008,1112,4910,0,2,0,436
100400,,0,1008,1113,4840,0,2,0,400
100432,,0,1009,1114,4910,0,2,0,436
100433,,0,1009,1115,4840,0,2,0,400
100434,,0,1009,1116,4840,0,2,0,400
100439,,0,1009,1111,4910,0,2,0,436
100440,,0,1009,1112,4840,0,2,0,400
100441,,0,1009,1113,4840,0,2,0,400
100737,,0,1015,1114,4910,0,2,0,436
100738,,0,1015,1115,4840,0,2,0,400
100739,,0,1015,1116,4840,0,2,0,400
100744,,0,1015,1111,4910,0,2,0,436
100745,,0,1015,1112,4910,0,2,0,436
100746,,0,1015,1113,4840,0,2,0,400
100782,,0,1016,1114,4910,0,2,0,436
100783,,0,1016,1115,4840,0,2,0,400
100784,,0,1016,1116,4840,0,2,0,400
100789,,0,1016,1111,4910,0,2,0,436
100790,,0,1016,1112,4910,0,2,0,436
100791,,0,1016,1113,4840,0,2,0,400
100823,,0,1017,1114,4910,0,2,0,436
100824,,0,1017,1115,4910,0,2,0,436
100825,,0,1017,1116,4910,0,2,0,436
100830,,0,1017,1111,4910,0,2,0,436
100831,,0,1017,1112,4910,0,2,0,436
100864,,0,1018,1114,4910,0,2,0,436
100865,,0,1018,1115,4840,0,2,0,400
100866,,0,1018,1116,4840,0,2,0,400
100871,,0,1018,1111,4910,0,2,0,436
100872,,0,1018,1112,4910,0,2,0,436
100873,,0,1018,1113,4840,0,2,0,400
100905,,0,1019,1114,4910,0,2,0,436
100906,,0,1019,1115,4840,0,2,0,400
100907,,0,1019,1116,4840,0,2,0,400
100912,,0,1019,1111,4910,0,2,0,436
100913,,0,1019,1112,4840,0,2,0,400
100914,,0,1019,1113,4840,0,2,0,400
101214,,0,1025,1114,4910,0,2,0,436
101215,,0,1025,1115,4840,0,2,0,400
101216,,0,1025,1116,4840,0,2,0,400
101221,,0,1025,1111,4910,0,2,0,436
101223,,0,1025,1113,4840,0,2,0,400
101255,,0,1026,1114,4910,0,2,0,436
101256,,0,1026,1115,4840,0,2,0,400
101257,,0,1026,1116,4840,0,2,0,400
101262,,0,1026,1111,4910,0,2,0,436
101263,,0,1026,1112,4840,0,2,0,400
101264,,0,1026,1113,4840,0,2,0,400
101295,,0,1027,1114,4910,0,2,0,436
101296,,0,1027,1115,4840,0,2,0,400
101297,,0,1027,1116,4840,0,2,0,400
101303,,0,1027,1112,4840,0,2,0,400
101304,,0,1027,1113,4840,0,2,0,400
101340,,0,1028,1114,4910,0,2,0,436
101341,,0,1028,1115,4840,0,2,0,400
101342,,0,1028,1116,4840,0,2,0,400
101347,,0,1028,1111,4910,0,2,0,436
101349,,0,1028,1113,4840,0,2,0,400
101382,,0,1029,1114,4910,0,2,0,436
101383,,0,1029,1115,4910,0,2,0,436
101384,,0,1029,1116,4840,0,2,0,400
101389,,0,1029,1111,4910,0,2,0,436
101390,,0,1029,1112,4910,0,2,0,436
101391,,0,1029,1113,4840,0,2,0,400
101672,,0,1035,1114,4910,0,2,0,436
101673,,0,1035,1115,4910,0,2,0,436
101674,,0,1035,1116,4840,0,2,0,400
101679,,0,1035,1111,4910,0,2,0,436
101680,,0,1035,1112,4840,0,2,0,400
101681,,0,1035,1113,4840,0,2,0,400
101714,,0,1036,1114,4910,0,2,0,436
101715,,0,1036,1115,4840,0,2,0,400
101716,,0,1036,1116,4840,0,2,0,400
101722,,0,1036,1112,4910,0,2,0,436
101723,,0,1036,1113,4840,0,2,0,400
101754,,0,1037,1114,4910,0,2,0,436
101755,,0,1037,1115,4910,0,2,0,436
101756,,0,1037,1116,4840,0,2,0,400
101761,,0,1037,1111,4910,0,2,0,436
101763,,0,1037,1113,4840,0,2,0,400
101798,,0,1038,1114,4910,0,2,0,436
101799,,0,1038,1115,4910,0,2,0,436
101800,,0,1038,1116,4840,0,2,0,400
101806,,0,1038,1112,4840,0,2,0,400
101807,,0,1038,1113,4840,0,2,0,400
101841,,0,1039,1114,4910,0,2,0,436
101842,,0,1039,1115,4840,0,2,0,400
101843,,0,1039,1116,4840,0,2,0,400
101849,,0,1039,1112,4840,0,2,0,400
101850,,0,1039,1113,4840,0,2,0,400
102127,,0,1045,1114,4910,0,2,0,436
102128,,0,1045,1115,4910,0,2,0,436
102129,,0,1045,1116,4840,0,2,0,400
102134,,0,1045,1111,4910,0,2,0,436
102135,,0,1045,1112,4840,0,2,0,400
102136,,0,1045,1113,4910,0,2,0,436
102170,,0,1046,1114,4910,0,2,0,436
102171,,0,1046,1115,4840,0,2,0,400
102172,,0,1046,1116,4840,0,2,0,400
102177,,0,1046,1111,4910,0,2,0,436
102178,,0,1046,1112,4910,0,2,0,436
102179,,0,1046,1113,4840,0,2,0,400
102210,,0,1047,1114,4910,0,2,0,436
102211,,0,1047,1115,4840,0,2,0,400
102217,,0,1047,1111,4910,0,2,0,436
102218,,0,1047,1112,4910,0,2,0,436
102219,,0,1047,1113,4840,0,2,0,400
102251,,0,1048,1114,4910,0,2,0,436
102252,,0,1048,1115,4840,0,2,0,400
102253,,0,1048,1116,4840,0,2,0,400
102258,,0,1048,1111,4910,0,2,0,436
102260,,0,1048,1113,4840,0,2,0,400
102292,,0,1049,1114,4910,0,2,0,436
102293,,0,1049,1115,4910,0,2,0,436
102294,,0,1049,1116,4910,0,2,0,436
102300,,0,1049,1112,4840,0,2,0,400
102301,,0,1049,1113,4840,0,2,0,400
102578,,0,1055,1114,4910,0,2,0,436
102579,,0,1055,1115,4910,0,2,0,436
102580,,0,1055,1116,4840,0,2,0,400
102587,,0,1055,1113,4840,0,2,0,400
