ID,Name,unknown_0,patternId,playArea1,playArea2,bossId1,bossId2,extraBossId1,extraBossId2,bossModifier1,bossModifier2,extraBossModifier1,extraBossModifier2,
0,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,1,0,1001,1011,4929,4840,-1,-1,444,400,0,0
1,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,1,1001,1011,4929,4840,-1,-1,444,400,0,0
2,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,2,1002,1003,4929,4840,-1,-1,444,400,0,0
3,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,3,1000,1010,4929,4840,-1,-1,444,400,0,0
4,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,4,1008,1003,4929,4840,-1,-1,444,400,0,0
5,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,5,1011,1006,4929,4840,-1,-1,444,400,0,0
6,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,6,1007,1002,4929,4840,-1,-1,444,400,0,0
7,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,7,1010,1004,4929,4840,-1,-1,444,400,0,0
8,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,8,1009,1006,4929,4840,-1,-1,444,400,0,0
9,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,9,1011,1001,4929,4840,-1,-1,444,400,0,0
10,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,10,1002,1007,4929,4840,-1,-1,444,400,0,0
11,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,11,1011,1001,4929,4840,-1,-1,444,400,0,0
12,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,12,1004,1010,4929,4840,-1,-1,444,400,0,0
13,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,13,1002,1005,4929,4840,-1,-1,444,400,0,0
14,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,14,1008,1000,4929,4840,-1,-1,444,400,0,0
15,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,15,1010,1003,4929,4840,-1,-1,444,400,0,0
16,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,16,1000,1009,4929,4840,-1,-1,444,400,0,0
17,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,17,1001,1000,4929,4840,-1,-1,444,400,0,0
18,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,18,1010,1004,4929,4840,-1,-1,444,400,0,0
19,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,19,1003,1008,4929,4840,-1,-1,444,400,0,0
20,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,20,1003,1023,4929,4840,-1,-1,444,400,0,0
21,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,21,1011,1023,4929,4840,-1,-1,444,400,0,0
22,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,22,1011,1023,4929,4840,-1,-1,444,400,0,0
23,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,23,1011,1023,4929,4840,-1,-1,444,400,0,0
24,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,24,1009,1023,4929,4840,-1,-1,444,400,0,0
25,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,25,1001,1024,4929,4840,-1,-1,444,400,0,0
26,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,26,1005,1024,4929,4840,-1,-1,444,400,0,0
27,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,27,1011,1024,4929,4840,-1,-1,444,400,0,0
28,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,28,1004,1024,4929,4840,-1,-1,444,400,0,0
29,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,29,1010,1024,4929,4840,-1,-1,444,400,0,0
30,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,30,1011,1021,4929,4840,-1,-1,444,400,0,0
31,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,31,1002,1021,4929,4840,-1,-1,444,400,0,0
32,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,32,1002,1021,4929,4840,-1,-1,444,400,0,0
33,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,33,1011,1021,4929,4840,-1,-1,444,400,0,0
34,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,34,1001,1021,4929,4840,-1,-1,444,400,0,0
35,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,35,1001,1025,4929,4840,-1,-1,444,400,0,0
36,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,36,1011,1025,4929,4840,-1,-1,444,400,0,0
37,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,37,1011,1025,4929,4840,-1,-1,444,400,0,0
38,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,38,1011,1025,4929,4840,-1,-1,444,400,0,0
39,Gladius: NB1=Demi-Human Queen + Swordmaster NB2=Morgott,0,39,1001,1025,4929,4840,-1,-1,444,400,0,0
40,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,40,1001,1009,4780,4919,-1,-1,427,445,0,0
41,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,41,1010,1000,4780,4919,-1,-1,427,445,0,0
42,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,42,1011,1004,4780,4919,-1,-1,427,445,0,0
43,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,43,1010,1001,4780,4919,-1,-1,427,445,0,0
44,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,44,1001,1004,4780,4919,-1,-1,427,445,0,0
45,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,45,1005,1008,4780,4919,-1,-1,427,445,0,0
46,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,46,1010,1006,4780,4919,-1,4923,427,445,0,446
47,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,47,1010,1000,4780,4919,-1,4921,427,445,0,443
48,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,48,1006,1011,4780,4919,-1,-1,427,445,0,0
49,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,49,1003,1001,4780,4919,-1,-1,427,445,0,0
50,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,50,1004,1008,4780,4919,-1,-1,427,445,0,0
51,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,51,1001,1004,4780,4919,-1,-1,427,445,0,0
52,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,52,1003,1002,4780,4919,-1,-1,427,445,0,0
53,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,53,1004,1008,4780,4919,-1,-1,427,445,0,0
54,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,54,1000,1010,4780,4919,-1,-1,427,445,0,0
55,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,55,1001,1003,4780,4919,-1,-1,427,445,0,0
56,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,56,1011,1003,4780,4919,-1,-1,427,445,0,0
57,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,57,1006,1003,4780,4919,-1,-1,427,445,0,0
58,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,58,1002,1005,4780,4919,-1,-1,427,445,0,0
59,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,59,1004,1011,4780,4919,-1,-1,427,445,0,0
60,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,60,1009,1023,4780,4919,-1,-1,427,445,0,0
61,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,61,1011,1023,4780,4919,-1,-1,427,445,0,0
62,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,62,1009,1023,4780,4919,-1,-1,427,445,0,0
63,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,63,1000,1023,4780,4919,-1,-1,427,445,0,0
64,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,64,1010,1023,4780,4919,-1,-1,427,445,0,0
65,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,65,1003,1024,4780,4919,-1,-1,427,445,0,0
66,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,66,1004,1024,4780,4919,-1,-1,427,445,0,0
67,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,67,1009,1024,4780,4919,-1,-1,427,445,0,0
68,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,68,1001,1024,4780,4919,-1,4925,427,445,0,447
69,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,69,1005,1024,4780,4919,-1,-1,427,445,0,0
70,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,70,1006,1021,4780,4919,4810,-1,427,445,430,0
71,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,71,1004,1022,4780,4919,-1,-1,427,445,0,0
72,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,72,1000,1021,4780,4919,-1,-1,427,445,0,0
73,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,73,1001,1022,4780,4919,-1,-1,427,445,0,0
74,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,74,1008,1022,4780,4919,-1,-1,427,445,0,0
75,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,75,1011,1025,4780,4919,-1,-1,427,445,0,0
76,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,76,1002,1025,4780,4919,-1,-1,427,445,0,0
77,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,77,1011,1025,4780,4919,-1,-1,427,445,0,0
78,Adel: NB1=Gaping Dragon (DS1) NB2=Ancient Dragon,0,78,1002,1025,4780,4919,-1,-1,427,445,0,0
