ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,logicId,battleGoalID,searchEye_dist,searchEye_angY,isNoAvoidHugeEnemy,enableWeaponOnOff,targetAILockDmyPoly,pad8,spEffectId_RangedAttack,searchTargetLv1ForgetTime,searchTargetLv2ForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,isGuard_Act,pad6,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,disableDark,caravanRole,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,ear_listenLevel,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Lava,enableNaviFlg_Edge_Ordinary,enableNaviFlg_reserve1,searchThreshold_Lv0toLv1,searchThreshold_Lv1toLv2,platoonReplyTime,platoonReplyAddRandomTime,searchEye_angX,isUpdateBattleSight,battleEye_updateDist,battleEye_updateAngX,battleEye_updateAngY,unknown_1,unknown_2,unknown_3,unknown_4,eye_BackOffsetDist,eye_BeginDist,actTypeOnFailedPath,goalAction_ToCautionImportant,shiftAnimeId_RangedAttack,actTypeOnNonBtlFailedPath,isBuddyAI,goalAction_ToSearchLv1,goalAction_ToSearchLv2,enableJumpMove,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,rangedAttackId,useFall_onNormalCaution,useFall_onSearchBattle,enableJumpMove_onBattle,backToHomeStuckAct,pad3,soundBehaviorId01,soundBehaviorId02,soundBehaviorId03,soundBehaviorId04,soundBehaviorId05,soundBehaviorId06,soundBehaviorId07,soundBehaviorId08,weaponOffSpecialEffectId,weaponOnSpecialEffectId,weaponOffAnimId,weaponOnAnimId,surpriseAnimId,
21300000,c2130 NB (DEBUG AGGRO),1,0,[0|0|0],10000,213000,100,360,0,0,1,0,-1,5,8,0,9999,3000,100,-1,-1,200,0,1,0,100,9999,9999,9999,1,7,12,9999,100,0,0,100,100,360,360,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,1,1,0,2,-1,0,0,0,2,0,0,2,0,9999,-1,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21300500,c2130 NB (DEBUG AGGRO),1,0,[0|0|0],10000,213005,100,360,0,0,1,0,-1,5,8,0,9999,3000,100,-1,-1,200,0,1,0,100,9999,9999,9999,1,7,12,9999,100,0,0,100,100,360,360,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,1,1,0,2,-1,0,0,0,2,0,0,2,0,9999,3006,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21300510,c2130 NB (DEBUG AGGRO),1,0,[0|0|0],10000,213005,100,360,0,0,1,0,-1,5,8,5,9999,3000,100,-1,-1,200,0,1,0,100,80,50,50,1,7,12,9999,100,0,0,100,100,360,360,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,1,1,0,2,-1,0,0,0,2,0,0,2,0,9999,3006,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21300900,c2130 NB (DEBUG AGGRO),1,0,[0|0|0],10000,213000,100,360,0,0,1,0,-1,5,8,0,9999,3000,100,-1,-1,200,0,1,0,100,40,30,6,1,7,12,9999,100,0,0,100,100,360,360,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,2,2,0,2,-1,0,0,0,2,0,0,2,0,9999,-1,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000000,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250000,100,360,0,0,1,0,-1,5,8,5,9999,3000,100,0,0,200,1,0,0,100,100,30,20,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,3,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000010,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250000,100,360,0,0,1,0,-1,5,8,0,9999,3000,100,0,0,200,1,1,0,100,60,30,20,1,7,12,9999,100,0,0,100,100,360,360,1,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,246,16544,16384,0,1,1,3,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000020,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250000,100,360,0,0,1,0,-1,5,8,0,9999,3000,100,0,0,200,1,1,0,200,200,85,20,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,0,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000030,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250000,100,360,0,0,1,0,-1,5,8,5,9999,3011,100,0,0,200,1,1,0,100,50,30,20,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,1,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000040,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250000,100,360,0,0,1,0,-1,5,8,5,9999,3000,100,0,0,200,1,1,0,100,80,50,50,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,0,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000100,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250010,100,360,0,0,1,0,-1,5,8,5,9999,3000,100,0,0,200,1,0,0,100,100,30,20,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,3,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000110,c2500 NB (DEBUG AGGRO),1,0,[0|0|0],10000,250010,100,360,0,0,1,0,-1,5,8,5,9999,3000,100,0,0,200,1,1,0,100,40,33,6,1,7,12,9999,100,0,0,100,100,360,360,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,246,16544,16384,0,1,1,3,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
